1,926,87.25,0.35,7.72,0.02,1.27,9.01,0.96,1,0
2,798,94.43,0.3,5.58,0.55,1.68,7.8,0.78,1,0
3,832,89.33,0.31,6.71,0.17,1.25,8.13,0.86,1,0
4,822,96.08,0.31,5.57,0.32,2.14,8.03,0.79,1,0
5,759,101.09,0.28,4.91,0.21,2.25,7.37,0.68,1,0
6,841,82.09,0.32,5.17,0.21,2.87,8.26,0.95,1,0
7,821,80.35,0.31,5.4,0.18,2.44,8.03,0.94,1,0
8,916,86.18,0.34,6.25,0.27,2.39,8.9,0.96,1,0
9,943,84.32,0.35,7.12,0.36,1.75,9.24,1.03,1,0
10,815,92.32,0.31,4.58,0.23,3.16,7.96,0.81,1,0
11,898,84.4,0.34,6.73,0.12,1.99,8.83,0.99,1,0
12,886,80.34,0.34,6.91,0.15,1.65,8.71,1.02,1,0
13,875,84.6,0.33,6.4,0.0,2.21,8.61,0.96,1,0
14,925,92.19,0.35,6.12,0.55,2.33,8.99,0.91,1,0
15,938,77.17,0.35,7.62,0.0,1.57,9.19,1.12,1,0
16,974,84.48,0.37,7.83,0.0,1.7,9.53,1.06,1,0
17,888,78.44,0.33,5.84,0.02,2.84,8.69,1.04,1,0
18,838,78.85,0.32,5.44,0.57,2.21,8.22,0.99,1,0
19,940,83.36,0.35,6.81,0.11,2.28,9.2,1.04,1,0
20,943,86.14,0.35,7.23,0.49,1.49,9.22,1.0,1,0
21,925,87.41,0.35,7.6,0.22,1.24,9.06,0.97,1,0
22,926,90.76,0.35,7.13,0.0,1.91,9.05,0.94,1,0
23,984,86.92,0.37,7.48,0.0,2.17,9.66,1.04,1,0
24,927,94.11,0.35,6.11,0.24,2.68,9.02,0.89,1,0
25,892,77.44,0.34,6.01,0.14,2.6,8.75,1.07,1,0
26,890,78.77,0.34,6.58,0.14,2.06,8.77,1.06,1,0
27,800,68.78,0.3,6.44,0.0,1.42,7.86,1.08,1,0
28,966,81.4,0.37,7.67,0.0,1.82,9.49,1.1,1,0
